Date,Bumble bee species,x,y
7/5/2020,B. huntii (Hunt's bumble bee),-111.7717611,40.42774667
7/5/2020,B. insularis (indiscriminate cuckoo bumble bee),-111.6130239,40.61412503
7/6/2020,B. griseocollis (brown-belted bumble bee),-111.7110368,40.31983097
7/6/2020,B. huntii (Hunt's bumble bee),-111.7110971,40.31985205
7/6/2020,B. insularis (indiscriminate cuckoo bumble bee),-111.726162,40.40078435
7/6/2020,B. nevadensis (Nevada bumble bee),-111.7111114,40.31978076
7/8/2020,B. appositus (white-shouldered bumble bee),-111.8037368,40.62269608
7/9/2020,B. appositus (white-shouldered bumble bee),-111.7111693,40.31983298
7/12/2020,B. appositus (white-shouldered bumble bee),-111.6230876,40.58261465
7/14/2020,B. huntii (Hunt's bumble bee),-111.7108782,40.32001649
7/16/2020,B. fervidus (golden northern bumble bee),-112.0373517,40.43910306
7/19/2020,B. bifarius (two-form bumble bee),-111.9654012,41.17756834
7/20/2020,B. griseocollis (brown-belted bumble bee),-109.6352469,40.54395398
7/20/2020,B. occidentalis (western bumble bee),-111.8217898,41.75037348
7/22/2020,B. fervidus (golden northern bumble bee),-111.9231595,40.69901885
7/23/2020,B. huntii (Hunt's bumble bee),-111.9232304,40.69889562
7/24/2020,B. fervidus (golden northern bumble bee),-109.5358801,40.45129922
7/28/2020,B. bifarius (two-form bumble bee),-111.6375013,40.59062071
7/29/2020,B. insularis (indiscriminate cuckoo bumble bee),-111.7226248,40.69945931
8/1/2020,B. fervidus (golden northern bumble bee),-112.0452318,41.45614798
8/1/2020,B. griseocollis (brown-belted bumble bee),-111.8569868,40.74193587
8/5/2020,B. appositus (white-shouldered bumble bee),-111.6918884,40.67944911
8/5/2020,B. appositus (white-shouldered bumble bee),-111.7012235,40.69396322
8/5/2020,B. bifarius (two-form bumble bee),-111.6889437,40.67236515
8/5/2020,B. flavifrons (yellow-fronted bumble bee),-111.6914776,40.6758989
8/8/2020,B. centralis (central bumble bee),-111.6171029,40.57305393
8/9/2020,B. fervidus (golden northern bumble bee),-111.6618697,40.66297038
8/10/2020,B. centralis (central bumble bee),-111.387493,39.36766918
8/11/2020,B. griseocollis (brown-belted bumble bee),-109.3483062,40.35467541
8/12/2020,B. fervidus (golden northern bumble bee),-111.8612985,40.73659968
8/12/2020,B. huntii (Hunt's bumble bee),-111.8611558,40.73665192
8/16/2020,B. huntii (Hunt's bumble bee),-111.7910507,40.6189583
8/17/2020,B. bifarius (two-form bumble bee),-111.6702059,40.6922741
8/17/2020,B. insularis (indiscriminate cuckoo bumble bee),-111.6701427,40.69160336
8/23/2020,B. appositus (white-shouldered bumble bee),-111.6361073,40.59308566
8/23/2020,B. bifarius (two-form bumble bee),-111.803778,40.62288211
8/23/2020,B. centralis (central bumble bee),-111.6362126,40.59293621
8/23/2020,B. huntii (Hunt's bumble bee),-111.8529034,40.8068375
8/24/2020,B. bifarius (two-form bumble bee),-111.6914467,40.6791233
8/24/2020,B. centralis (central bumble bee),-111.6910782,40.6753261
8/24/2020,B. fervidus (golden northern bumble bee),-111.8017714,40.3754817
8/24/2020,B. fervidus (golden northern bumble bee),-111.7011937,40.6939388
8/24/2020,B. melanopygus (black tail bumble bee),-111.7011063,40.6939647
8/24/2020,B. sylvicola (forest bumble bee),-111.6911279,40.6752587
8/28/2020,B. griseocollis (brown-belted bumble bee),-111.7109406,40.31940244
8/28/2020,B. huntii (Hunt's bumble bee),-111.8378099,40.69696204
8/29/2020,B. griseocollis (brown-belted bumble bee),-111.7111746,40.31990821
9/1/2020,B. appositus (white-shouldered bumble bee),-111.9558231,40.6336593
9/1/2020,B. appositus (white-shouldered bumble bee),-111.625472,40.588963
9/1/2020,B. appositus (white-shouldered bumble bee),-111.625472,40.588963
9/1/2020,B. bifarius (two-form bumble bee),-111.625471,40.588964
9/1/2020,B. bifarius (two-form bumble bee),-111.625472,40.588963
9/1/2020,B. bifarius (two-form bumble bee),-111.625472,40.588963
9/1/2020,B. centralis (central bumble bee),-111.6254715,40.5889631
9/1/2020,B. centralis (central bumble bee),-111.6254715,40.5889631
9/1/2020,B. centralis (central bumble bee),-111.625471,40.5889622
9/1/2020,B. centralis (central bumble bee),-111.625472,40.588963
9/1/2020,B. centralis (central bumble bee),-111.6254715,40.588964
9/1/2020,B. centralis (central bumble bee),-111.625472,40.588963
9/1/2020,B. fervidus (golden northern bumble bee),-111.6254715,40.5889631
9/1/2020,B. flavifrons (yellow-fronted bumble bee),-111.625472,40.588963
9/1/2020,B. flavifrons (yellow-fronted bumble bee),-111.625472,40.588963
9/1/2020,B. griseocollis (brown-belted bumble bee),-111.8317784,40.67111825
9/1/2020,B. griseocollis (brown-belted bumble bee),-111.8307062,40.67349996
9/1/2020,B. rufocinctus (red-belted bumble bee),-111.6254715,40.5889631
9/1/2020,B. rufocinctus (red-belted bumble bee),-111.62547,40.588963
9/1/2020,B. rufocinctus (red-belted bumble bee),-111.625472,40.588963
9/1/2020,B. rufocinctus (red-belted bumble bee),-111.625472,40.588963
9/1/2020,B. sylvicola (forest bumble bee),-111.6254715,40.5889631
9/1/2020,B. sylvicola (forest bumble bee),-111.625472,40.588963
9/1/2020,B. sylvicola (forest bumble bee),-111.625472,40.588963
9/2/2020,B. huntii (Hunt's bumble bee),-111.8886775,40.42653768
9/2/2020,B. huntii (Hunt's bumble bee),-111.8364972,40.69757841
9/2/2020,B. nevadensis (Nevada bumble bee),-111.8378457,40.69701275
9/3/2020,B. griseocollis (brown-belted bumble bee),-111.7111887,40.31980494
9/5/2020,B. griseocollis (brown-belted bumble bee),-111.8275472,40.67131183
9/5/2020,B. huntii (Hunt's bumble bee),-111.8038249,40.62302565
9/6/2020,B. griseocollis (brown-belted bumble bee),-111.823169,40.7656237
9/6/2020,B. griseocollis (brown-belted bumble bee),-111.8241385,40.76666859
9/6/2020,B. griseocollis (brown-belted bumble bee),-111.824177,40.76667697
9/6/2020,B. griseocollis (brown-belted bumble bee),-111.8241229,40.76668602
9/7/2020,B. appositus (white-shouldered bumble bee),-111.5394223,40.62444998
9/7/2020,B. fervidus (golden northern bumble bee),-112.1183635,41.2766671
9/7/2020,B. rufocinctus (red-belted bumble bee),-111.8378622,40.69698438
9/11/2020,B. nevadensis (Nevada bumble bee),-111.9275827,40.60122858
9/13/2020,B. huntii (Hunt's bumble bee),-111.8038001,40.62279389
9/14/2020,B. appositus (white-shouldered bumble bee),-112.1183628,41.2768111
9/16/2020,B. griseocollis (brown-belted bumble bee),-111.8339644,40.69640184
9/18/2020,B. griseocollis (brown-belted bumble bee),-111.8069309,41.745235
9/18/2020,B. huntii (Hunt's bumble bee),-111.7110659,40.31967804
9/20/2020,B. nevadensis (Nevada bumble bee),-111.711233,40.31988113
4/9/2021,B. huntii (Hunt's bumble bee),-111.9100021,40.43528006
5/4/2021,B. fervidus (golden northern bumble bee),-111.8975654,40.80664934
5/4/2021,B. huntii (Hunt's bumble bee),-111.3935924,40.92018457
5/9/2021,B. nevadensis (Nevada bumble bee),-111.8037926,40.62278251
5/11/2021,B. morrisoni (Morrison's bumble bee),-111.8605426,40.77317197
5/12/2021,B. griseocollis (brown-belted bumble bee),-111.886329,40.984256
5/15/2021,B. bifarius (two-form bumble bee),-111.631386,40.47831612
5/16/2021,B. bifarius (two-form bumble bee),-111.0821542,40.54538345
5/18/2021,B. morrisoni (Morrison's bumble bee),-112.7142023,37.05041796
5/19/2021,B. bifarius (two-form bumble bee),-111.5675667,41.65727109
5/21/2021,B. huntii (Hunt's bumble bee),-111.8901937,40.45123525
5/24/2021,B. fervidus (golden northern bumble bee),-111.9354277,40.78989428
5/24/2021,B. nevadensis (Nevada bumble bee),-111.8297588,40.49006145
5/24/2021,B. nevadensis (Nevada bumble bee),-111.921737,41.2966374
5/25/2021,B. huntii (Hunt's bumble bee),-111.8882839,40.42606462
5/25/2021,B. huntii (Hunt's bumble bee),-111.801479,40.71011539
5/25/2021,B. huntii (Hunt's bumble bee),-111.8104148,40.71245812
5/27/2021,B. huntii (Hunt's bumble bee),-111.7834559,40.70708296
5/27/2021,B. nevadensis (Nevada bumble bee),-111.7909104,40.70652818
5/28/2021,B. griseocollis (brown-belted bumble bee),-111.7996541,40.5657167
5/28/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.8192227,40.70968662
5/29/2021,B. nevadensis (Nevada bumble bee),-111.7109394,40.3198093
5/30/2021,B. appositus (white-shouldered bumble bee),-111.8650401,40.72734692
5/31/2021,B. fervidus (golden northern bumble bee),-111.8636877,40.7272596
5/31/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.7960842,40.70767002
6/1/2021,B. fervidus (golden northern bumble bee),-112.0999423,41.06398667
6/1/2021,B. huntii (Hunt's bumble bee),-111.6988636,40.3198817
6/2/2021,B. appositus (white-shouldered bumble bee),-111.43064,41.93978
6/2/2021,B. huntii (Hunt's bumble bee),-111.5320778,40.727865
6/3/2021,B. huntii (Hunt's bumble bee),-111.6989245,40.3199742
6/4/2021,B. nevadensis (Nevada bumble bee),-111.9074028,40.3813466
6/5/2021,B. griseocollis (brown-belted bumble bee),-111.8708208,40.57532779
6/5/2021,B. occidentalis (western bumble bee),-111.6150131,40.74523509
6/6/2021,B. centralis (central bumble bee),-111.8232311,40.7666079
6/6/2021,B. centralis (central bumble bee),-111.8233092,40.76763329
6/6/2021,B. centralis (central bumble bee) ,-111.8504419,40.58728453
6/6/2021,B. griseocollis (brown-belted bumble bee),-111.7858173,40.44134106
6/6/2021,B. griseocollis (brown-belted bumble bee),-111.8556165,40.44244265
6/6/2021,B. griseocollis (brown-belted bumble bee),-111.8504515,40.58713874
6/6/2021,B. griseocollis (brown-belted bumble bee),-111.8231367,40.76783659
6/6/2021,B. huntii (Hunt's bumble bee),-111.6988992,40.3199717
6/6/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.8762074,40.84738454
6/6/2021,B. nevadensis (Nevada bumble bee),-111.785816,40.44135013
6/6/2021,B. nevadensis (Nevada bumble bee),-111.8218255,40.73236229
6/7/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.8731539,40.87298708
6/9/2021,B. appositus (white-shouldered bumble bee),-111.5388946,40.71380865
6/9/2021,B. fervidus (golden northern bumble bee),-111.9688934,41.3185889
6/9/2021,B. griseocollis (brown-belted bumble bee),-111.8820036,40.66478396
6/9/2021,B. nevadensis (Nevada bumble bee),-111.539,40.71377
6/9/2021,B. nevadensis (Nevada bumble bee),-111.5394897,40.71730058
6/10/2021,B. huntii (Hunt's bumble bee),-113.277,37.5512
6/10/2021,B. melanopygus (black tail bumble bee),-111.1930169,40.90603148
6/11/2021,B. nevadensis (Nevada bumble bee),-111.587982,40.75638456
6/11/2021,B. griseocollis (brown-belted bumble bee),-111.6989501,40.3200785
6/11/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.7489842,40.4850632
6/12/2021,B. bifarius (two-form bumble bee),-111.4667233,40.61699876
6/12/2021,B. bifarius (two-form bumble bee),-109.711,40.686
6/12/2021,B. bifarius (two-form bumble bee),-109.711,40.686
6/12/2021,B. bifarius (two-form bumble bee),-109.711,40.686
6/12/2021,B. centralis (central bumble bee),-109.711,40.686
6/12/2021,B. melanopygus (black tail bumble bee),-109.711,40.686
6/12/2021,B. nevadensis (Nevada bumble bee),-111.8192387,40.70725717
6/13/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.6125337,40.6204323
6/13/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.6125337,40.6204323
6/14/2021,B. fervidus (golden northern bumble bee),-111.9100548,40.43528482
6/14/2021,B. fervidus (golden northern bumble bee),-113.3467123,41.949655
6/14/2021,B. griseocollis (brown-belted bumble bee),-111.785678,40.44144622
6/14/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.611809,40.622335
6/14/2021,B. insularis (indiscriminate cuckoo bumble bee),-113.3467351,41.9497128
6/15/2021,B. huntii (Hunt's bumble bee),-113.74,41.65144
6/15/2021,B. nevadensis (Nevada bumble bee),-113.74,41.65144
6/15/2021,B. nevadensis (Nevada bumble bee),-113.74,41.65144
6/15/2021,B. nevadensis (Nevada bumble bee),-113.74,41.65144
6/15/2021,B. nevadensis (Nevada bumble bee),-113.74,41.65144
6/15/2021,B. nevadensis (Nevada bumble bee),-113.74,41.65144
6/15/2021,B. griseocollis (brown-belted bumble bee),-111.8881651,40.42608208
6/15/2021,B. insularis (indiscriminate cuckoo bumble bee),-112.0023816,41.03807764
6/16/2021,B. griseocollis (brown-belted bumble bee),-112.0860799,41.06364973
6/17/2021,B. bifarius (two-form bumble bee),-111.187116,40.90790023
6/17/2021,B. huntii (Hunt's bumble bee),-111.840698,40.495597
6/18/2021,B. fervidus (golden northern bumble bee),-111.969,41.31859
6/18/2021,B. griseocollis (brown-belted bumble bee),-112.007,41.04575
6/20/2021,B. fervidus (golden northern bumble bee),-111.873,40.87282
6/20/2021,B. fervidus (golden northern bumble bee),-111.254,42.0549
6/20/2021,B. huntii (Hunt's bumble bee),-111.861,40.58257
6/20/2021,B. rufocinctus (red-belted bumble bee),-111.86,40.58279
6/20/2021,B. rufocinctus (red-belted bumble bee),-111.545,40.6029
6/21/2021,B. fervidus (golden northern bumble bee),-111.873,40.87285
6/21/2021,B. rufocinctus (red-belted bumble bee),-111.873,40.87305
6/22/2021,B. fervidus (golden northern bumble bee),-109.618,40.68902
6/23/2021,B. huntii (Hunt's bumble bee),-112.804,37.8209
6/24/2021,B. rufocinctus (red-belted bumble bee),-111.614,40.57674
6/24/2021,B. fervidus (golden northern bumble bee),-111.796,40.63977
6/24/2021,B. fervidus (golden northern bumble bee),-111.787,40.70015
6/24/2021,B. fervidus (golden northern bumble bee),-111.881,40.7062
6/24/2021,B. nevadensis (Nevada bumble bee),-112.804,37.8206
6/25/2021,B. centralis (central bumble bee),-112.096,40.42146
6/25/2021,B. griseocollis (brown-belted bumble bee),-111.699,40.32011
6/25/2021,B. huntii (Hunt's bumble bee),-111.61,40.28423
6/25/2021,B. rufocinctus (red-belted bumble bee),-111.804,40.62236
6/25/2021,B. rufocinctus (red-belted bumble bee),-111.804,40.62238
6/26/2021,B. flavifrons (yellow-fronted bumble bee),-111.649,40.57432
6/26/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.873,40.87293
6/27/2021,B. bifarius (two-form bumble bee),-111.621,40.57202
6/27/2021,B. centralis (central bumble bee),-111.621,40.57145
6/27/2021,B. centralis (central bumble bee),-111.861,40.77372
6/27/2021,B. griseocollis (brown-belted bumble bee),-111.699,40.3201
6/27/2021,B. huntii (Hunt's bumble bee),-110.838,39.74309
6/27/2021,B. huntii (Hunt's bumble bee),-111.873,40.87293
6/27/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.618,40.57347
6/27/2021,B. nevadensis (Nevada bumble bee),-111.856,40.7545
6/27/2021,B. rufocinctus (red-belted bumble bee),-111.625,40.5874
6/28/2021,B. bifarius (two-form bumble bee),-111.712,40.69743
6/28/2021,B. fervidus (golden northern bumble bee),-111.85,40.58738
6/28/2021,B. fervidus (golden northern bumble bee),-111.819,40.70954
6/28/2021,B. fervidus (golden northern bumble bee),-111.937,40.77218
6/28/2021,B. griseocollis (brown-belted bumble bee),-111.699,40.32014
6/28/2021,B. huntii (Hunt's bumble bee),-111.85,40.58738
6/30/2021,B. appositus (white-shouldered bumble bee),-111.825,40.7628
6/30/2021,B. appositus (white-shouldered bumble bee),-111.823,40.76587
6/30/2021,B. bifarius (two-form bumble bee),-111.573,40.23679
6/30/2021,B. bifarius (two-form bumble bee),-111.873,40.87301
6/30/2021,B. centralis (central bumble bee),-111.825,40.7628
6/30/2021,B. centralis (central bumble bee),-111.823,40.76556
6/30/2021,B. fervidus (golden northern bumble bee),-111.825,40.7628
6/30/2021,B. fervidus (golden northern bumble bee),-111.825,40.7628
6/30/2021,B. fervidus (golden northern bumble bee),-111.825,40.7628
6/30/2021,B. fervidus (golden northern bumble bee),-111.825,40.7628
6/30/2021,B. fervidus (golden northern bumble bee),-111.824,40.766
6/30/2021,B. flavifrons (yellow-fronted bumble bee),-111.573,40.23679
6/30/2021,B. griseocollis (brown-belted bumble bee),-111.825,40.7628
6/30/2021,B. griseocollis (brown-belted bumble bee),-111.825,40.7628
6/30/2021,B. griseocollis (brown-belted bumble bee),-111.823,40.76555
6/30/2021,B. huntii (Hunt's bumble bee),-111.992,40.69138
6/30/2021,B. huntii (Hunt's bumble bee),-111.825,40.7628
6/30/2021,B. morrisoni (Morrison's bumble bee),-111.825,40.7628
6/30/2021,B. morrisoni (Morrison's bumble bee),-111.825,40.7628
6/30/2021,B. morrisoni (Morrison's bumble bee),-111.825,40.7628
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.598,40.73744
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.825,40.7628
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.825,40.7628
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.825,40.7628
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.825,40.7628
6/30/2021,B. rufocinctus (red-belted bumble bee),-111.805,40.77439
7/1/2021,B. bifarius (two-form bumble bee),-111.639,40.66721
7/1/2021,B. centralis (central bumble bee),-111.639,40.66721
7/1/2021,B. huntii (Hunt's bumble bee),-111.699,40.32001
7/1/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
7/1/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
7/1/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
7/1/2021,B. melanopygus (black tail bumble bee),-111.823,40.56842
7/2/2021,B. fervidus (golden northern bumble bee),-111.893,40.7141
7/3/2021,B. fervidus (golden northern bumble bee),-111.699,40.32008
7/3/2021,B. huntii (Hunt's bumble bee),-111.699,40.32008
7/4/2021,B. bifarius (two-form bumble bee),-111.773,41.37277
7/4/2021,B. bifarius (two-form bumble bee),-111.774,41.37951
7/4/2021,B. centralis (central bumble bee),-111.148,40.54727
7/4/2021,B. nevadensis (Nevada bumble bee),-111.758,41.36669
7/4/2021,B. nevadensis (Nevada bumble bee),-111.779,41.37453
7/4/2021,B. nevadensis (Nevada bumble bee),-111.769,41.37771
7/5/2021,B. fervidus (golden northern bumble bee),-111.699,40.32003
7/5/2021,B. huntii (Hunt's bumble bee),-111.699,40.32003
7/5/2021,B. huntii (Hunt's bumble bee),-111.699,40.3202
7/6/2021,B. fervidus (golden northern bumble bee),-111.786,40.44166
7/6/2021,B. griseocollis (brown-belted bumble bee),-111.471,40.48231
7/6/2021,B. huntii (Hunt's bumble bee),-111.857,40.69609
7/7/2021,B. huntii (Hunt's bumble bee),-111.923,40.6989
7/7/2021,B. fervidus (golden northern bumble bee),-111.699,40.31996
7/7/2021,B. rufocinctus (red-belted bumble bee),-111.699,40.31994
7/8/2021,B. fervidus (golden northern bumble bee),-109.19,40.6058
7/8/2021,B. griseocollis (brown-belted bumble bee),-111.857,40.69609
7/8/2021,B. huntii (Hunt's bumble bee),-111.915,40.5965
7/9/2021,B. bifarius (two-form bumble bee),-111.695,37.9369
7/9/2021,B. bifarius (two-form bumble bee),-111.856,40.75442
7/9/2021,B. centralis (central bumble bee),-111.627,40.59202
7/9/2021,B. fervidus (golden northern bumble bee),-111.864,40.72704
7/9/2021,B. morrisoni (Morrison's bumble bee),-111.695,37.9369
7/9/2021,B. rufocinctus (red-belted bumble bee),-111.823,40.56867
7/10/2021,B. huntii (Hunt's bumble bee),-111.699,40.32012
7/11/2021,B. appositus (white-shouldered bumble bee),-111.869,41.22955
7/11/2021,B. bifarius (two-form bumble bee),-112.091,40.46623
7/11/2021,B. bifarius (two-form bumble bee),-111.863,41.22025
7/11/2021,B. bifarius (two-form bumble bee),-111.865,41.23855
7/11/2021,B. bifarius (two-form bumble bee),-111.871,41.2391
7/11/2021,B. centralis (central bumble bee),-112.084,40.46518
7/11/2021,B. centralis (central bumble bee),-112.093,40.46648
7/11/2021,B. centralis (central bumble bee),-111.865,41.23861
7/11/2021,B. centralis (central bumble bee),-111.872,41.23928
7/11/2021,B. centralis (central bumble bee),-111.866,41.24243
7/11/2021,B. fervidus (golden northern bumble bee),-112.088,40.46588
7/11/2021,B. fervidus (golden northern bumble bee),-111.864,40.63533
7/11/2021,B. fervidus (golden northern bumble bee),-111.86,41.24219
7/11/2021,B. huntii (Hunt's bumble bee),-112.09,40.46634
7/11/2021,B. huntii (Hunt's bumble bee),-111.864,40.63533
7/11/2021,B. insularis (indiscriminate cuckoo bumble bee),-111.866,41.24234
7/11/2021,B. sylvicola (forest bumble bee),-111.869,41.22959
7/12/2021,B. fervidus (golden northern bumble bee),-109.24,40.59475
7/13/2021,B. appositus (white-shouldered bumble bee),-112.84,37.66274
7/13/2021,B. appositus (white-shouldered bumble bee),-112.84,37.66275
7/13/2021,B. bifarius (two-form bumble bee),-112.84,37.6627
7/13/2021,B. bifarius (two-form bumble bee),-112.84,37.66272
7/13/2021,B. bifarius (two-form bumble bee),-112.84,37.66272
7/13/2021,B. bifarius (two-form bumble bee),-112.84,37.66272
7/13/2021,B. centralis (central bumble bee),-112.84,37.66271
7/13/2021,B. centralis (central bumble bee),-112.84,37.66272
7/13/2021,B. fervidus (golden northern bumble bee),-111.893,40.71419
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.6627
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66271
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66271
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66271
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66272
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66273
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66273
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66273
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66273
7/13/2021,B. flavifrons (yellow-fronted bumble bee),-112.84,37.66273
